transcript_id	Annotation_uniprot
P3503_114_TRINITY_DN20026_c0_g1_i2	P70187
P3503_131_TRINITY_DN21651_c9_g1_i1	
P3503_121_TRINITY_DN9460_c1_g1_i1	Q0VCC1
P3503_105_TRINITY_DN18603_c0_g1_i1	
P3503_117_TRINITY_DN23415_c0_g1_i1	Q8NFP9
P3503_121_TRINITY_DN21377_c3_g1_i14	E9QAG8
P3503_103_TRINITY_DN15891_c1_g1_i1	Q6Y685
P3503_123_TRINITY_DN18046_c0_g1_i1	P47967
P3503_108_TRINITY_DN19854_c5_g2_i1	
P3503_114_TRINITY_DN23165_c0_g1_i1	Q9D270
P3503_129_TRINITY_DN21932_c0_g1_i2	Q5M7W5
P3503_129_TRINITY_DN27989_c0_g1_i1	Q9UL36
P3503_120_TRINITY_DN17975_c2_g1_i1	Q13332
P3503_101_TRINITY_DN20405_c4_g1_i2	P17085
P3503_108_TRINITY_DN14451_c1_g1_i1	Q8IVT5
P3503_132_TRINITY_DN22157_c0_g4_i2	Q3UYG8
P3503_132_TRINITY_DN22157_c0_g4_i3	Q3UYG8
P3503_115_TRINITY_DN38123_c0_g1_i1	Q6UUV9
P3503_125_TRINITY_DN30166_c0_g1_i1	F1R3W0
P3503_118_TRINITY_DN16171_c0_g1_i1	Q99PE9
P3503_109_TRINITY_DN18429_c0_g1_i1	P97820
P3503_121_TRINITY_DN14431_c0_g1_i1	Q8BGV0
P3503_121_TRINITY_DN23763_c0_g1_i1	
P3503_129_TRINITY_DN16953_c0_g1_i1	
P3503_106_TRINITY_DN21540_c5_g1_i3	Q6P798
P3503_105_TRINITY_DN23073_c0_g1_i1	
P3503_129_TRINITY_DN22213_c4_g1_i2	
P3503_129_TRINITY_DN22213_c4_g1_i1	O57539
P3503_106_TRINITY_DN5008_c0_g1_i1	P60622
P3503_132_TRINITY_DN17273_c1_g1_i1	
P3503_105_TRINITY_DN18129_c0_g1_i3	O19062
P3503_114_TRINITY_DN25138_c0_g1_i1	
P3503_105_TRINITY_DN17365_c0_g1_i1	
P3503_111_TRINITY_DN35109_c0_g1_i1	
P3503_114_TRINITY_DN20788_c0_g2_i1	Q61214
P3503_119_TRINITY_DN16948_c0_g1_i1	O60318
P3503_113_TRINITY_DN21231_c0_g1_i1	
P3503_119_TRINITY_DN38340_c0_g1_i1	
P3503_121_TRINITY_DN18054_c0_g1_i1	
P3503_121_TRINITY_DN7634_c0_g1_i1	
P3503_101_TRINITY_DN20575_c6_g5_i1	
P3503_115_TRINITY_DN20228_c0_g4_i3	O57607
P3503_132_TRINITY_DN38130_c0_g1_i1	
P3503_129_TRINITY_DN19358_c0_g1_i1	Q8IYB5
P3503_125_TRINITY_DN40526_c0_g1_i1	
P3503_108_TRINITY_DN17045_c0_g1_i1	Q709C8
P3503_129_TRINITY_DN21922_c1_g1_i1	
P3503_118_TRINITY_DN9228_c0_g1_i1	
P3503_132_TRINITY_DN36010_c0_g1_i1	B6ZLK2
P3503_118_TRINITY_DN14993_c0_g2_i1	A3KP74
P3503_125_TRINITY_DN22356_c3_g10_i1	
P3503_102_TRINITY_DN30067_c0_g1_i1	
P3503_111_TRINITY_DN24608_c0_g1_i1	
P3503_123_TRINITY_DN26235_c0_g1_i1	
P3503_130_TRINITY_DN22067_c2_g4_i1	Q15119
P3503_118_TRINITY_DN23503_c0_g1_i1	
P3503_101_TRINITY_DN20842_c0_g4_i1	
P3503_102_TRINITY_DN17251_c0_g1_i1	O13067
P3503_102_TRINITY_DN35349_c0_g1_i1	
P3503_102_TRINITY_DN19752_c1_g2_i11	
P3503_102_TRINITY_DN6727_c0_g1_i1	O54697
P3503_106_TRINITY_DN36119_c0_g1_i1	
P3503_114_TRINITY_DN36508_c0_g1_i1	Q9JLC8
P3503_108_TRINITY_DN28348_c0_g1_i1	
P3503_106_TRINITY_DN21597_c0_g1_i2	Q8WWI1
P3503_105_TRINITY_DN3953_c0_g1_i1	P14381
P3503_120_TRINITY_DN30189_c0_g1_i1	
P3503_109_TRINITY_DN31602_c0_g1_i1	
P3503_106_TRINITY_DN15234_c0_g2_i1	
P3503_103_TRINITY_DN21174_c0_g1_i1	Q96I24
P3503_114_TRINITY_DN35910_c0_g1_i1	
P3503_109_TRINITY_DN18565_c0_g1_i1	
P3503_123_TRINITY_DN15751_c0_g1_i1	Q8N431
P3503_132_TRINITY_DN12948_c0_g1_i1	
P3503_113_TRINITY_DN25428_c0_g1_i1	
P3503_117_TRINITY_DN9655_c0_g1_i1	P45481
P3503_108_TRINITY_DN2483_c0_g1_i1	
P3503_129_TRINITY_DN37054_c0_g1_i1	P34976
P3503_108_TRINITY_DN20535_c0_g1_i1	Q6IN36
P3503_119_TRINITY_DN22308_c2_g2_i1	Q67FY2
P3503_111_TRINITY_DN23202_c4_g1_i2	
P3503_109_TRINITY_DN2876_c0_g1_i1	Q66L58
P3503_108_TRINITY_DN14157_c0_g1_i1	
P3503_103_TRINITY_DN9969_c0_g2_i1	Q5VUG0
P3503_118_TRINITY_DN4721_c0_g1_i1	Q7Z6M4
P3503_131_TRINITY_DN21440_c3_g13_i1	
P3503_119_TRINITY_DN23227_c1_g2_i1	P55196
P3503_120_TRINITY_DN625_c0_g1_i1	
P3503_118_TRINITY_DN13069_c0_g1_i1	
P3503_120_TRINITY_DN16570_c2_g1_i1	O94876
P3503_119_TRINITY_DN35598_c0_g1_i1	Q68FJ8
P3503_121_TRINITY_DN21434_c4_g12_i1	
P3503_120_TRINITY_DN21556_c9_g10_i1	
P3503_120_TRINITY_DN28630_c0_g1_i1	
P3503_106_TRINITY_DN25791_c0_g1_i1	A0JPA1
P3503_118_TRINITY_DN38075_c0_g1_i1	
P3503_119_TRINITY_DN36531_c0_g1_i1	
P3503_125_TRINITY_DN22189_c0_g1_i1	Q61147
P3503_115_TRINITY_DN15253_c0_g1_i1	Q6ZRS2
P3503_120_TRINITY_DN28603_c0_g1_i1	Q9EQL5
P3503_125_TRINITY_DN19232_c0_g1_i2	
P3503_119_TRINITY_DN22193_c0_g2_i1	
P3503_131_TRINITY_DN31425_c0_g1_i1	Q6ZQ93
P3503_125_TRINITY_DN19373_c1_g1_i1	A6QP05
P3503_117_TRINITY_DN20382_c5_g1_i1	
P3503_106_TRINITY_DN30490_c0_g1_i1	
P3503_130_TRINITY_DN36538_c0_g1_i1	
P3503_117_TRINITY_DN15845_c0_g1_i1	Q14315
P3503_117_TRINITY_DN4302_c0_g1_i1	Q8BKT8
P3503_117_TRINITY_DN19640_c1_g1_i2	Q6NZP2
P3503_119_TRINITY_DN21498_c0_g1_i3	Q9H7P6
P3503_105_TRINITY_DN19473_c0_g1_i1	
P3503_111_TRINITY_DN26138_c0_g1_i1	
P3503_129_TRINITY_DN22449_c4_g9_i2	
P3503_119_TRINITY_DN32909_c0_g1_i1	
P3503_103_TRINITY_DN5484_c0_g1_i1	Q5ZKJ5
P3503_114_TRINITY_DN34939_c0_g1_i1	Q8AYB8
P3503_103_TRINITY_DN20364_c0_g1_i2	Q14978
P3503_130_TRINITY_DN12239_c0_g1_i1	Q08DV6
P3503_129_TRINITY_DN42321_c0_g1_i1	
P3503_108_TRINITY_DN32377_c0_g1_i1	
P3503_131_TRINITY_DN23693_c0_g1_i1	Q9N0L8
P3503_108_TRINITY_DN29582_c0_g1_i1	
P3503_119_TRINITY_DN39621_c0_g1_i1	Q9Y6M7
P3503_132_TRINITY_DN20735_c1_g1_i1	
P3503_106_TRINITY_DN14620_c0_g1_i1	P48377
P3503_115_TRINITY_DN20481_c0_g2_i1	Q9Z0P7
P3503_125_TRINITY_DN18526_c0_g1_i1	O35621
P3503_114_TRINITY_DN18753_c0_g2_i1	
P3503_118_TRINITY_DN13521_c0_g1_i1	
P3503_120_TRINITY_DN21224_c0_g2_i1	
P3503_108_TRINITY_DN32180_c0_g1_i1	
P3503_102_TRINITY_DN19336_c0_g2_i1	P41240
P3503_103_TRINITY_DN29030_c0_g1_i1	P22444
P3503_105_TRINITY_DN23570_c0_g1_i1	
P3503_119_TRINITY_DN19371_c0_g1_i1	O00750
P3503_119_TRINITY_DN23029_c1_g1_i1	O35685
P3503_125_TRINITY_DN21793_c1_g1_i1	Q3ZBF8
P3503_115_TRINITY_DN16329_c0_g1_i1	
P3503_132_TRINITY_DN5407_c0_g1_i1	
P3503_109_TRINITY_DN20570_c4_g4_i1	
P3503_125_TRINITY_DN37357_c0_g1_i1	
P3503_132_TRINITY_DN22928_c3_g5_i5	
P3503_130_TRINITY_DN21048_c0_g1_i1	
P3503_130_TRINITY_DN21048_c0_g1_i3	
P3503_114_TRINITY_DN21722_c4_g16_i1	
P3503_109_TRINITY_DN19731_c0_g1_i2	Q6PFS7
P3503_109_TRINITY_DN20654_c1_g4_i1	P86810
P3503_109_TRINITY_DN20654_c1_g4_i2	P86810
P3503_121_TRINITY_DN21277_c3_g1_i1	Q8NFW8
P3503_118_TRINITY_DN16253_c0_g1_i1	
P3503_111_TRINITY_DN12493_c0_g1_i1	
P3503_133_TRINITY_DN36221_c0_g1_i1	Q9BQ16
P3503_105_TRINITY_DN18044_c0_g1_i1	
P3503_109_TRINITY_DN21087_c0_g1_i1	
P3503_105_TRINITY_DN18044_c0_g1_i2	
P3503_105_TRINITY_DN18044_c0_g1_i4	
P3503_114_TRINITY_DN21406_c0_g2_i2	Q9NUV9
P3503_106_TRINITY_DN21169_c1_g1_i1	
P3503_118_TRINITY_DN32340_c0_g1_i1	
P3503_120_TRINITY_DN14645_c0_g1_i1	
P3503_129_TRINITY_DN37963_c0_g1_i1	
P3503_108_TRINITY_DN21974_c0_g1_i1	
P3503_111_TRINITY_DN22423_c0_g2_i1	
P3503_120_TRINITY_DN33561_c0_g1_i1	Q60902
P3503_113_TRINITY_DN21074_c3_g2_i10	
P3503_109_TRINITY_DN34298_c0_g1_i1	Q5ZI33
P3503_130_TRINITY_DN8864_c0_g2_i1	Q969W8
P3503_131_TRINITY_DN38442_c0_g1_i1	Q9UQQ2
P3503_132_TRINITY_DN21158_c0_g1_i1	
P3503_109_TRINITY_DN28926_c0_g1_i1	
P3503_111_TRINITY_DN28805_c0_g1_i1	
P3503_123_TRINITY_DN33710_c0_g1_i1	
P3503_118_TRINITY_DN11675_c0_g1_i1	Q3UK78
P3503_132_TRINITY_DN7845_c0_g1_i1	
P3503_125_TRINITY_DN5992_c0_g1_i1	
P3503_123_TRINITY_DN22136_c2_g1_i1	
P3503_111_TRINITY_DN28793_c0_g1_i1	A4QN56
P3503_119_TRINITY_DN18221_c0_g1_i1	Q6ING9
P3503_121_TRINITY_DN35052_c0_g1_i1	Q0V990
P3503_106_TRINITY_DN29366_c0_g1_i1	Q8N2E2
P3503_117_TRINITY_DN26310_c0_g1_i1	
P3503_109_TRINITY_DN27446_c0_g1_i1	P58463
P3503_109_TRINITY_DN20219_c8_g1_i1	
P3503_123_TRINITY_DN5435_c0_g1_i1	Q7ZU90
P3503_114_TRINITY_DN36672_c0_g1_i1	
P3503_123_TRINITY_DN18043_c1_g1_i1	O54835
P3503_102_TRINITY_DN35362_c0_g1_i1	
P3503_125_TRINITY_DN36745_c0_g1_i1	
P3503_121_TRINITY_DN11313_c1_g1_i1	
P3503_129_TRINITY_DN22107_c2_g2_i1	P18265
P3503_109_TRINITY_DN13840_c2_g1_i1	P51798
P3503_115_TRINITY_DN19006_c0_g1_i1	Q68FN7
P3503_106_TRINITY_DN18162_c0_g2_i1	
P3503_109_TRINITY_DN34313_c0_g1_i1	Q80WQ9
P3503_129_TRINITY_DN7467_c0_g1_i1	Q5NC05
P3503_117_TRINITY_DN17383_c0_g1_i3	
P3503_117_TRINITY_DN17383_c0_g1_i2	
P3503_115_TRINITY_DN30696_c0_g1_i1	
P3503_114_TRINITY_DN36140_c0_g1_i1	
P3503_119_TRINITY_DN30016_c0_g1_i1	A2AJ77
P3503_115_TRINITY_DN20929_c0_g1_i2	Q6PC60
P3503_108_TRINITY_DN34294_c0_g1_i1	
P3503_129_TRINITY_DN23373_c0_g1_i1	Q1NZ26
P3503_129_TRINITY_DN22206_c7_g1_i3	
P3503_111_TRINITY_DN22490_c1_g5_i1	P30050
P3503_105_TRINITY_DN11384_c0_g2_i1	Q91392
P3503_132_TRINITY_DN34554_c0_g1_i1	
P3503_109_TRINITY_DN15340_c0_g1_i1	
P3503_109_TRINITY_DN12312_c1_g1_i1	
P3503_125_TRINITY_DN1463_c0_g1_i1	
P3503_118_TRINITY_DN23380_c0_g1_i1	P63219
P3503_111_TRINITY_DN23370_c1_g2_i2	
P3503_129_TRINITY_DN21746_c2_g1_i1	
P3503_111_TRINITY_DN23370_c1_g2_i4	
P3503_111_TRINITY_DN23370_c1_g2_i5	
P3503_120_TRINITY_DN28199_c0_g1_i1	
P3503_105_TRINITY_DN21537_c0_g1_i1	P79750
P3503_108_TRINITY_DN19578_c2_g5_i1	
P3503_109_TRINITY_DN32446_c0_g1_i1	Q86XN7
P3503_109_TRINITY_DN170_c0_g1_i1	O60784
P3503_118_TRINITY_DN11696_c0_g1_i1	
P3503_106_TRINITY_DN8989_c0_g1_i1	
P3503_123_TRINITY_DN20857_c1_g1_i1	Q9QXS1
P3503_133_TRINITY_DN21130_c1_g1_i1	Q6NWH1
P3503_133_TRINITY_DN31625_c0_g1_i1	
P3503_111_TRINITY_DN20620_c0_g1_i1	
P3503_121_TRINITY_DN18869_c0_g1_i2	P35658
P3503_129_TRINITY_DN21393_c1_g1_i1	
P3503_114_TRINITY_DN36724_c0_g1_i1	
P3503_111_TRINITY_DN22605_c3_g1_i1	
P3503_114_TRINITY_DN18380_c1_g1_i1	Q7YQM4
P3503_119_TRINITY_DN11752_c0_g1_i1	P86275
P3503_108_TRINITY_DN34011_c0_g1_i1	
P3503_132_TRINITY_DN9940_c0_g1_i1	
P3503_106_TRINITY_DN35844_c0_g1_i1	
P3503_101_TRINITY_DN28068_c0_g1_i1	
P3503_103_TRINITY_DN21251_c0_g1_i1	
P3503_114_TRINITY_DN11836_c1_g1_i1	Q9NZJ4
P3503_119_TRINITY_DN11583_c1_g1_i1	
P3503_103_TRINITY_DN23061_c0_g1_i1	
P3503_133_TRINITY_DN25355_c0_g1_i1	
P3503_103_TRINITY_DN6879_c0_g1_i1	P27512
P3503_125_TRINITY_DN21251_c2_g4_i1	
P3503_123_TRINITY_DN4037_c0_g2_i1	P83941
P3503_133_TRINITY_DN35471_c0_g1_i1	
P3503_123_TRINITY_DN20950_c0_g1_i1	Q9UBS3
P3503_111_TRINITY_DN26622_c0_g1_i1	
P3503_103_TRINITY_DN6173_c0_g1_i1	
P3503_102_TRINITY_DN19810_c2_g10_i1	Q91Y63
P3503_102_TRINITY_DN13825_c0_g1_i1	
P3503_121_TRINITY_DN9163_c0_g1_i1	
P3503_111_TRINITY_DN34335_c0_g1_i1	
P3503_125_TRINITY_DN33291_c0_g1_i1	
P3503_117_TRINITY_DN34620_c0_g1_i1	Q96RE7
P3503_109_TRINITY_DN32383_c0_g1_i1	P46198
P3503_105_TRINITY_DN17421_c0_g2_i1	Q9GL59
P3503_109_TRINITY_DN18295_c0_g1_i1	Q8C4U2
P3503_102_TRINITY_DN3542_c0_g1_i1	
P3503_114_TRINITY_DN21652_c0_g7_i3	
P3503_125_TRINITY_DN26252_c0_g1_i1	
P3503_121_TRINITY_DN26174_c0_g1_i1	
P3503_133_TRINITY_DN20067_c0_g2_i1	
P3503_108_TRINITY_DN13952_c0_g1_i1	P85120
P3503_108_TRINITY_DN20643_c0_g1_i1	
P3503_108_TRINITY_DN19723_c1_g1_i10	P08537
P3503_114_TRINITY_DN20853_c1_g2_i2	P62243
P3503_121_TRINITY_DN5302_c0_g1_i1	
P3503_114_TRINITY_DN20853_c1_g2_i1	P62243
P3503_125_TRINITY_DN4592_c0_g1_i1	O54772
P3503_106_TRINITY_DN28778_c0_g1_i1	
P3503_102_TRINITY_DN11496_c0_g1_i1	Q61510
P3503_129_TRINITY_DN7843_c0_g1_i1	
P3503_103_TRINITY_DN9159_c1_g1_i1	
P3503_129_TRINITY_DN22303_c5_g6_i1	
P3503_133_TRINITY_DN18510_c0_g1_i1	
P3503_103_TRINITY_DN34776_c0_g1_i1	O88466
P3503_120_TRINITY_DN15913_c1_g1_i1	
P3503_111_TRINITY_DN23238_c6_g13_i2	
P3503_114_TRINITY_DN35143_c0_g1_i1	
P3503_120_TRINITY_DN26393_c0_g1_i1	Q13535
P3503_130_TRINITY_DN22208_c0_g2_i1	
P3503_121_TRINITY_DN21302_c3_g10_i2	Q9UGR2
P3503_123_TRINITY_DN22566_c10_g18_i1	
P3503_114_TRINITY_DN4675_c0_g1_i1	Q8CDM1
P3503_125_TRINITY_DN22291_c2_g1_i4	
P3503_120_TRINITY_DN21394_c2_g3_i1	P21872
P3503_132_TRINITY_DN33192_c0_g1_i1	
P3503_106_TRINITY_DN28280_c0_g1_i1	
P3503_113_TRINITY_DN21383_c0_g1_i1	
P3503_113_TRINITY_DN26653_c0_g1_i1	
P3503_125_TRINITY_DN1966_c0_g1_i1	Q9QXL2
P3503_106_TRINITY_DN430_c0_g1_i1	
P3503_125_TRINITY_DN40164_c0_g1_i1	
P3503_130_TRINITY_DN12970_c0_g1_i1	
P3503_131_TRINITY_DN22651_c0_g1_i1	Q96IP4
P3503_105_TRINITY_DN18146_c9_g3_i2	
P3503_123_TRINITY_DN10617_c0_g1_i1	
P3503_114_TRINITY_DN36555_c0_g1_i1	
P3503_103_TRINITY_DN18415_c0_g2_i1	Q2KIR8
P3503_131_TRINITY_DN21411_c2_g1_i2	
P3503_109_TRINITY_DN30539_c0_g1_i1	
P3503_131_TRINITY_DN21411_c2_g1_i1	
P3503_103_TRINITY_DN25494_c0_g1_i1	
P3503_105_TRINITY_DN19923_c0_g1_i1	
P3503_102_TRINITY_DN19655_c0_g1_i1	
P3503_101_TRINITY_DN16626_c1_g1_i1	E9PZ19
P3503_114_TRINITY_DN17272_c1_g1_i1	A2BIL7
P3503_108_TRINITY_DN22967_c0_g1_i1	
P3503_121_TRINITY_DN9351_c0_g1_i1	Q3SZE9
P3503_131_TRINITY_DN9673_c0_g1_i1	
P3503_120_TRINITY_DN24022_c0_g1_i1	
P3503_121_TRINITY_DN26166_c0_g1_i1	Q9UNA1
P3503_113_TRINITY_DN38507_c0_g1_i1	
P3503_106_TRINITY_DN15390_c0_g1_i1	Q460N5
P3503_106_TRINITY_DN22480_c0_g1_i1	Q9P215
P3503_118_TRINITY_DN19745_c1_g1_i1	
P3503_109_TRINITY_DN16770_c0_g1_i2	Q9DCB8
P3503_108_TRINITY_DN12915_c0_g1_i1	Q7ZXZ2
P3503_115_TRINITY_DN19533_c0_g4_i1	
P3503_106_TRINITY_DN12711_c0_g1_i1	
P3503_118_TRINITY_DN17606_c0_g1_i1	
P3503_102_TRINITY_DN19258_c0_g3_i1	A7E2Y1
P3503_114_TRINITY_DN4149_c0_g1_i1	
P3503_103_TRINITY_DN21086_c0_g1_i7	
P3503_129_TRINITY_DN29734_c0_g1_i1	B1H2Q6
P3503_132_TRINITY_DN35907_c0_g1_i1	
P3503_115_TRINITY_DN18376_c0_g1_i1	
P3503_109_TRINITY_DN20120_c0_g1_i1	Q8IVL1
P3503_106_TRINITY_DN18828_c0_g1_i2	Q7KZI7
P3503_108_TRINITY_DN38184_c0_g1_i1	
P3503_114_TRINITY_DN22028_c0_g1_i1	P63093
P3503_133_TRINITY_DN11960_c0_g1_i1	
P3503_114_TRINITY_DN28159_c0_g1_i1	
P3503_133_TRINITY_DN30015_c0_g1_i1	Q6VNB8
P3503_109_TRINITY_DN35186_c0_g1_i1	
P3503_108_TRINITY_DN19833_c3_g4_i14	P14282
P3503_131_TRINITY_DN38918_c0_g1_i1	Q8HXQ5
P3503_132_TRINITY_DN21945_c0_g2_i2	Q4G3H4
P3503_115_TRINITY_DN28092_c0_g1_i1	Q8IX07
P3503_113_TRINITY_DN20468_c2_g3_i1	
P3503_125_TRINITY_DN21057_c0_g2_i1	
P3503_106_TRINITY_DN30911_c0_g1_i1	
P3503_123_TRINITY_DN25365_c0_g1_i1	Q8C4A5
P3503_106_TRINITY_DN21534_c0_g2_i1	Q8WWT9
P3503_114_TRINITY_DN21981_c0_g1_i1	
P3503_106_TRINITY_DN34634_c0_g1_i1	
P3503_120_TRINITY_DN3800_c1_g1_i1	Q2YDP8
P3503_130_TRINITY_DN23428_c0_g1_i1	
P3503_131_TRINITY_DN26345_c0_g1_i1	Q6NTL4
P3503_114_TRINITY_DN33187_c0_g1_i1	
P3503_103_TRINITY_DN19352_c0_g1_i1	
P3503_106_TRINITY_DN24479_c0_g1_i1	
P3503_115_TRINITY_DN35859_c0_g1_i1	
P3503_125_TRINITY_DN19674_c0_g2_i1	Q02218
P3503_123_TRINITY_DN16925_c0_g2_i1	Q9H609
P3503_109_TRINITY_DN10725_c1_g1_i1	Q8IZQ1
P3503_133_TRINITY_DN23304_c4_g2_i1	
P3503_125_TRINITY_DN15290_c0_g1_i1	Q68G58
P3503_111_TRINITY_DN19768_c0_g1_i1	Q5THJ4
P3503_111_TRINITY_DN30513_c0_g1_i1	
P3503_120_TRINITY_DN5890_c0_g1_i1	Q8C2K1
P3503_109_TRINITY_DN19991_c3_g1_i1	Q10568
P3503_118_TRINITY_DN17952_c0_g2_i1	O95248
P3503_106_TRINITY_DN34355_c1_g1_i1	Q8WY36
P3503_106_TRINITY_DN717_c0_g1_i1	
P3503_131_TRINITY_DN35320_c0_g1_i1	
P3503_129_TRINITY_DN37621_c0_g1_i1	
P3503_123_TRINITY_DN7242_c0_g1_i1	Q86T65
P3503_123_TRINITY_DN10804_c1_g1_i1	
P3503_121_TRINITY_DN10330_c0_g1_i1	
P3503_118_TRINITY_DN21662_c1_g1_i1	O95453
P3503_103_TRINITY_DN20926_c0_g3_i1	
P3503_125_TRINITY_DN14990_c0_g1_i1	Q90YT3
P3503_117_TRINITY_DN35955_c0_g1_i1	P29101
P3503_121_TRINITY_DN27427_c0_g1_i1	
P3503_111_TRINITY_DN23225_c5_g1_i1	
P3503_129_TRINITY_DN16525_c0_g1_i1	
P3503_130_TRINITY_DN9877_c0_g1_i1	
P3503_113_TRINITY_DN21052_c6_g1_i1	
P3503_119_TRINITY_DN14278_c0_g2_i1	
P3503_129_TRINITY_DN22347_c5_g14_i1	Q3I5F7
P3503_103_TRINITY_DN21064_c0_g1_i1	
P3503_131_TRINITY_DN9896_c0_g1_i1	
P3503_101_TRINITY_DN18966_c2_g1_i1	Q96T37
P3503_118_TRINITY_DN20532_c0_g2_i2	Q5RBB8
P3503_101_TRINITY_DN3041_c1_g1_i1	
P3503_119_TRINITY_DN23307_c3_g1_i1	
P3503_105_TRINITY_DN8289_c0_g1_i1	Q498Z6
P3503_132_TRINITY_DN22140_c1_g2_i1	P55202
P3503_119_TRINITY_DN22484_c0_g1_i3	Q8IX21
P3503_120_TRINITY_DN39286_c0_g1_i1	Q9D4J7
P3503_102_TRINITY_DN3429_c2_g1_i1	
P3503_131_TRINITY_DN24176_c0_g1_i1	
P3503_121_TRINITY_DN36607_c0_g1_i1	Q32PE2
P3503_101_TRINITY_DN10895_c0_g1_i1	
P3503_109_TRINITY_DN6350_c0_g1_i1	Q5ZJN2
P3503_119_TRINITY_DN23910_c0_g1_i1	Q9PVK4
P3503_106_TRINITY_DN19311_c1_g2_i1	Q9HB63
P3503_129_TRINITY_DN133_c0_g1_i1	
P3503_117_TRINITY_DN20446_c0_g11_i1	
P3503_123_TRINITY_DN28391_c0_g1_i1	
P3503_120_TRINITY_DN39274_c0_g1_i1	
P3503_109_TRINITY_DN20567_c5_g2_i2	
P3503_131_TRINITY_DN31580_c0_g1_i1	
P3503_115_TRINITY_DN20472_c0_g2_i1	Q1LY80
P3503_106_TRINITY_DN17410_c0_g1_i1	
P3503_115_TRINITY_DN28668_c0_g1_i1	
P3503_131_TRINITY_DN14877_c0_g1_i1	
P3503_111_TRINITY_DN11873_c0_g1_i1	
P3503_106_TRINITY_DN38038_c0_g1_i1	
P3503_109_TRINITY_DN22977_c0_g1_i1	
P3503_119_TRINITY_DN8711_c0_g1_i1	
P3503_123_TRINITY_DN22389_c2_g1_i3	Q9Y2H5
P3503_133_TRINITY_DN36494_c0_g1_i1	
P3503_109_TRINITY_DN20776_c0_g1_i1	
P3503_114_TRINITY_DN14422_c1_g1_i1	Q8N103
P3503_103_TRINITY_DN21183_c5_g1_i1	Q9W704
P3503_133_TRINITY_DN33770_c0_g1_i1	Q9GKL8
P3503_106_TRINITY_DN18142_c1_g1_i1	
P3503_119_TRINITY_DN27040_c0_g1_i1	
P3503_131_TRINITY_DN21498_c1_g4_i13	P27512
P3503_103_TRINITY_DN15494_c1_g1_i1	
P3503_106_TRINITY_DN8619_c0_g2_i1	
P3503_108_TRINITY_DN27705_c0_g1_i1	Q5GH60
P3503_109_TRINITY_DN26458_c0_g1_i1	Q9USQ7
P3503_130_TRINITY_DN22070_c1_g3_i1	
P3503_132_TRINITY_DN29468_c0_g1_i1	
P3503_115_TRINITY_DN2007_c0_g1_i1	
P3503_101_TRINITY_DN27034_c0_g1_i1	P62893
P3503_103_TRINITY_DN18858_c0_g2_i1	A1L1N5
P3503_106_TRINITY_DN33326_c0_g1_i1	
P3503_133_TRINITY_DN32839_c0_g1_i1	
P3503_109_TRINITY_DN23416_c0_g1_i1	Q9BXL6
P3503_118_TRINITY_DN26487_c0_g1_i1	Q12830
P3503_102_TRINITY_DN20707_c0_g1_i1	Q5RA42
P3503_118_TRINITY_DN14519_c0_g1_i1	
P3503_108_TRINITY_DN2942_c1_g1_i1	E7FAW3
P3503_102_TRINITY_DN19392_c5_g2_i2	Q6PHG2
P3503_121_TRINITY_DN1178_c0_g1_i1	P26619
P3503_108_TRINITY_DN11983_c0_g1_i1	
P3503_125_TRINITY_DN22332_c3_g2_i1	
P3503_106_TRINITY_DN17557_c0_g1_i1	Q62689
P3503_129_TRINITY_DN7653_c0_g1_i1	O95628
P3503_129_TRINITY_DN24010_c0_g1_i1	
P3503_118_TRINITY_DN19250_c0_g1_i1	
P3503_125_TRINITY_DN7674_c0_g1_i1	Q5U3K5
P3503_119_TRINITY_DN30691_c0_g1_i1	
P3503_133_TRINITY_DN35981_c0_g1_i1	
P3503_125_TRINITY_DN11826_c0_g1_i1	Q5PQM2
P3503_118_TRINITY_DN21189_c2_g2_i2	Q4S4I5
P3503_118_TRINITY_DN22118_c3_g10_i1	
P3503_131_TRINITY_DN21425_c1_g3_i1	
P3503_118_TRINITY_DN17106_c0_g1_i1	
P3503_117_TRINITY_DN20679_c0_g3_i2	A5PN38
P3503_106_TRINITY_DN29649_c0_g1_i1	Q9UKG1
P3503_109_TRINITY_DN6503_c0_g1_i1	E9PT37
P3503_130_TRINITY_DN27390_c0_g1_i1	
P3503_130_TRINITY_DN15203_c0_g1_i2	O54842
P3503_130_TRINITY_DN15203_c0_g1_i1	O54842
P3503_101_TRINITY_DN15164_c0_g1_i1	
P3503_105_TRINITY_DN20853_c0_g1_i1	
P3503_123_TRINITY_DN19053_c1_g1_i1	
P3503_102_TRINITY_DN21324_c0_g1_i1	
P3503_106_TRINITY_DN4477_c0_g1_i1	
P3503_120_TRINITY_DN29044_c0_g1_i1	
P3503_121_TRINITY_DN32307_c0_g1_i1	
P3503_106_TRINITY_DN16273_c0_g1_i1	Q9WU45
P3503_130_TRINITY_DN30661_c0_g1_i1	P59900
P3503_123_TRINITY_DN22390_c1_g1_i4	
P3503_113_TRINITY_DN29992_c0_g1_i1	I0J1J1
P3503_120_TRINITY_DN911_c0_g1_i1	
P3503_123_TRINITY_DN14877_c0_g1_i1	
P3503_132_TRINITY_DN35159_c0_g1_i1	Q6BBL6
P3503_119_TRINITY_DN21067_c1_g1_i1	
P3503_119_TRINITY_DN16344_c0_g3_i1	A2BIE7
